Day,Date,Time,Temperature,Humidity,Gas Level
1,2023-12-12,0,22.19,54.53,18.700558578427557
1,2023-12-12,1,22.04,53.89,19.11638141047636
1,2023-12-12,2,22.03,53.66,18.187659654980582
1,2023-12-12,3,21.7,54.15,18.981052135951753
1,2023-12-12,4,21.63,54.42,19.134057400857554
1,2023-12-12,5,21.48,54.53,20.360530229796254
1,2023-12-12,6,21.31,54.59,20.592243196882453
1,2023-12-12,7,21.11,54.96,20.07013649869154
1,2023-12-12,8,21.0,55.35,20.095729838473265
1,2023-12-12,9,20.9,56.58,20.380466897862767
1,2023-12-12,10,21.3,55.56,22.87999884438795
1,2023-12-12,11,21.78,55.0,22.987537140069808
1,2023-12-12,12,22.5,54.18,21.26732605476479
1,2023-12-12,13,23.26,53.04,23.394547765058448
1,2023-12-12,14,23.89,51.58,21.793768562431694
1,2023-12-12,15,24.2,49.87,21.684526869636137
1,2023-12-12,16,23.56,54.54,20.622055794740714
1,2023-12-12,17,23.09,56.13,20.665913064973722
1,2023-12-12,18,23.0,55.96,21.106335816426107
1,2023-12-12,19,22.91,55.43,22.7072157757238
1,2023-12-12,20,22.69,55.45,20.590419750233593
1,2023-12-12,21,22.52,55.29,17.624797637784035
1,2023-12-12,22,22.44,55.36,18.975677259421605
1,2023-12-12,23,22.29,54.99,18.6203487745691
2,2023-12-13,0,21.9,53.14,19.61696808462547
2,2023-12-13,1,21.53,54.32,18.183419696281938
2,2023-12-13,2,21.1,54.32,18.027299180334456
2,2023-12-13,3,20.77,54.5,18.180736881246343
2,2023-12-13,4,20.57,54.95,19.70198958620739
2,2023-12-13,5,20.51,55.09,20.442339682354902
2,2023-12-13,6,20.28,55.3,20.047098853561813
2,2023-12-13,7,20.13,55.05,20.582079342446356
2,2023-12-13,8,19.8,55.61,20.590130822371297
2,2023-12-13,9,19.96,56.49,20.284580244676842
2,2023-12-13,10,20.94,54.69,21.13080945792069
2,2023-12-13,11,21.98,53.67,22.148495271405416
2,2023-12-13,12,22.5,54.18,22.723047833241832
2,2023-12-13,13,23.26,53.04,23.837975329151043
2,2023-12-13,14,23.89,51.58,21.154753401044093
2,2023-12-13,15,24.2,49.87,20.79004078513825
2,2023-12-13,16,25.62,38.75,21.80915218630389
2,2023-12-13,17,25.14,38.93,22.904439218128932
2,2023-12-13,18,24.09,44.39,20.4548848611027
2,2023-12-13,19,23.41,48.53,21.82841387419444
2,2023-12-13,20,23.24,48.48,20.25083049350683
2,2023-12-13,21,22.76,50.34,18.718666023990526
2,2023-12-13,22,22.34,51.8,17.981493788926894
2,2023-12-13,23,22.11,52.21,18.6941711123719
3,2023-12-14,0,23.0,52.5,19.20411855040393
3,2023-12-14,1,22.77,53.19,18.314339415674713
3,2023-12-14,2,22.32,53.87,18.75113535898353
3,2023-12-14,3,21.88,53.94,18.351294295878205
