Day,Date,Time,Temperature,Humidity,Gas Level
1,2023-12-12,0,22.19,62.346370622931765,18.70055857842756
1,2023-12-12,1,22.04,62.73975404926788,19.11638141047636
1,2023-12-12,2,22.03,62.57966227267493,18.187659654980585
1,2023-12-12,3,21.7,62.322877627459455,18.981052135951757
1,2023-12-12,4,21.63,62.62336986821557,19.134057400857557
1,2023-12-12,5,21.48,61.01919064514674,20.36053022979625
1,2023-12-12,6,21.31,62.488997573343966,20.592243196882453
1,2023-12-12,7,21.11,62.774417172073555,20.07013649869154
1,2023-12-12,8,21.0,62.02601801558207,20.095729838473265
1,2023-12-12,9,20.9,62.92933327735092,20.380466897862767
1,2023-12-12,10,21.3,64.17589493199922,22.87999884438795
1,2023-12-12,11,21.78,66.75740411214619,22.987537140069808
1,2023-12-12,12,22.5,63.15455070892647,21.26732605476479
1,2023-12-12,13,23.26,68.64122846128544,23.394547765058448
1,2023-12-12,14,23.89,68.23756249931607,21.79376856243169
1,2023-12-12,15,24.2,69.71415179759919,21.684526869636137
1,2023-12-12,16,23.56,63.84234555868291,20.622055794740717
1,2023-12-12,17,23.09,63.14650666688741,20.66591306497372
1,2023-12-12,18,23.0,66.59603297088891,21.106335816426107
1,2023-12-12,19,22.91,64.2093727922009,22.7072157757238
1,2023-12-12,20,22.69,68.59573024881938,20.590419750233597
1,2023-12-12,21,22.52,62.95675995476384,17.624797637784035
1,2023-12-12,22,22.44,65.60743966253452,18.975677259421605
1,2023-12-12,23,22.29,64.55957961025956,18.6203487745691
2,2023-12-13,0,21.9,63.84874221640243,19.61696808462547
2,2023-12-13,1,21.53,62.91463524050066,18.183419696281938
2,2023-12-13,2,21.1,63.01205011116104,18.027299180334456
2,2023-12-13,3,20.77,62.913828749091394,18.180736881246343
2,2023-12-13,4,20.57,64.34011609939562,19.70198958620739
2,2023-12-13,5,20.51,63.229065991524685,20.442339682354906
2,2023-12-13,6,20.28,61.20146811931,20.047098853561813
2,2023-12-13,7,20.13,62.336093271804735,20.58207934244636
2,2023-12-13,8,19.8,62.18168182144812,20.590130822371297
2,2023-12-13,9,19.96,62.23159087077159,20.28458024467684
2,2023-12-13,10,20.94,65.91180668616427,21.13080945792069
2,2023-12-13,11,21.98,62.65132680466564,22.148495271405416
2,2023-12-13,12,22.5,66.2425730549765,22.723047833241832
2,2023-12-13,13,23.26,65.48178615885539,23.837975329151043
2,2023-12-13,14,23.89,66.00598516405394,21.154753401044093
2,2023-12-13,15,24.2,65.60692063278138,20.79004078513825
2,2023-12-13,16,25.62,67.34054142701632,21.80915218630389
2,2023-12-13,17,25.14,65.71175386531529,22.90443921812893
2,2023-12-13,18,24.09,63.38230282499231,20.4548848611027
2,2023-12-13,19,23.41,65.83706000910921,21.82841387419444
2,2023-12-13,20,23.24,67.39597427727048,20.25083049350683
2,2023-12-13,21,22.76,63.80726486317712,18.71866602399053
2,2023-12-13,22,22.34,67.0478818275489,17.981493788926894
2,2023-12-13,23,22.11,66.79456753986815,18.6941711123719
3,2023-12-14,0,23.0,64.9514916241814,19.20411855040393
3,2023-12-14,1,22.77,62.029949806431276,18.314339415674716
3,2023-12-14,2,22.32,62.41222579909062,18.75113535898353
3,2023-12-14,3,21.88,64.23241332839625,18.351294295878205
3,2023-12-14,4,21.63,63.06179395372832,19.930827086752124
3,2023-12-14,5,21.4,61.70790611661104,20.90776751438356
3,2023-12-14,6,21.21,61.03780402773852,20.22344972294204
3,2023-12-14,7,20.99,63.80578015933487,20.05890307620321
3,2023-12-14,8,20.54,63.81098503048726,20.485991103010967
3,2023-12-14,9,20.34,62.364129652160784,20.84411901544328
3,2023-12-14,10,20.25,63.5793463811854,22.176803391509807
3,2023-12-14,11,20.75,64.21549379133513,23.37120437785504
3,2023-12-14,12,21.76,65.9116422102984,21.50686784593517
3,2023-12-14,13,23.16,63.031898277044014,21.10913322075735
3,2023-12-14,14,24.38,65.85150828173042,23.555392967767173
